country_code,country,sex_code,sex,measure_code,measure,year,cancer_id,cancer,icd10,asr_world,asr_europe_1976,asr_europe_2013,asr_nordic_2000,crude_rate,count,population,unit,standard_population,source_version,source_url,retrieved_at
208,Denmark,1,Male,0,Incidence,1979,160,Lung,C33-C34,57.12354527,83.32395969,123.3606848,103.6489543,86.13867654,2177,2527320,"per 100,000 person-years",Multiple rate definitions; see rate columns,NORDCAN 9.6 (30 June 2026),https://nordcan.iarc.fr/en/dataviz/trends?cancers=160&key=asr_n&populations=208_246_352_578_752&sexes=1_2&types=0_1&years=1960_2024,2026-07-30
208,Denmark,1,Male,0,Incidence,1980,160,Lung,C33-C34,56.63860907,83.25929871,125.5974827,105.6667064,86.71229903,2193,2529053,"per 100,000 person-years",Multiple rate definitions; see rate columns,NORDCAN 9.6 (30 June 2026),https://nordcan.iarc.fr/en/dataviz/trends?cancers=160&key=asr_n&populations=208_246_352_578_752&sexes=1_2&types=0_1&years=1960_2024,2026-07-30
208,Denmark,1,Male,0,Incidence,1981,160,Lung,C33-C34,58.93448567,86.46606314,128.9876568,108.8163359,90.18184695,2280,2528225,"per 100,000 person-years",Multiple rate definitions; see rate columns,NORDCAN 9.6 (30 June 2026),https://nordcan.iarc.fr/en/dataviz/trends?cancers=160&key=asr_n&populations=208_246_352_578_752&sexes=1_2&types=0_1&years=1960_2024,2026-07-30
208,Denmark,1,Male,0,Incidence,1982,160,Lung,C33-C34,58.90700232,86.77117509,130.2366462,110.1443912,91.29000624,2304,2523825,"per 100,000 person-years",Multiple rate definitions; see rate columns,NORDCAN 9.6 (30 June 2026),https://nordcan.iarc.fr/en/dataviz/trends?cancers=160&key=asr_n&populations=208_246_352_578_752&sexes=1_2&types=0_1&years=1960_2024,2026-07-30
208,Denmark,1,Male,0,Incidence,1983,160,Lung,C33-C34,59.72367667,88.10304859,132.7196063,112.032535,93.08985332,2347,2521220,"per 100,000 person-years",Multiple rate definitions; see rate columns,NORDCAN 9.6 (30 June 2026),https://nordcan.iarc.fr/en/dataviz/trends?cancers=160&key=asr_n&populations=208_246_352_578_752&sexes=1_2&types=0_1&years=1960_2024,2026-07-30
208,Denmark,1,Male,0,Incidence,1984,160,Lung,C33-C34,57.75174244,85.11228648,128.1904592,108.2316677,90.31184992,2274,2517942,"per 100,000 person-years",Multiple rate definitions; see rate columns,NORDCAN 9.6 (30 June 2026),https://nordcan.iarc.fr/en/dataviz/trends?cancers=160&key=asr_n&populations=208_246_352_578_752&sexes=1_2&types=0_1&years=1960_2024,2026-07-30
208,Denmark,1,Male,0,Incidence,1985,160,Lung,C33-C34,60.42368166,89.18824826,135.1111277,113.9313432,95.11050935,2394,2517072,"per 100,000 person-years",Multiple rate definitions; see rate columns,NORDCAN 9.6 (30 June 2026),https://nordcan.iarc.fr/en/dataviz/trends?cancers=160&key=asr_n&populations=208_246_352_578_752&sexes=1_2&types=0_1&years=1960_2024,2026-07-30
208,Denmark,1,Male,0,Incidence,1986,160,Lung,C33-C34,55.77926492,82.04180166,123.9897075,104.4436525,87.59947678,2208,2520563,"per 100,000 person-years",Multiple rate definitions; see rate columns,NORDCAN 9.6 (30 June 2026),https://nordcan.iarc.fr/en/dataviz/trends?cancers=160&key=asr_n&populations=208_246_352_578_752&sexes=1_2&types=0_1&years=1960_2024,2026-07-30
208,Denmark,1,Male,0,Incidence,1987,160,Lung,C33-C34,58.78055635,86.62089755,131.6560005,110.8406446,92.35873033,2333,2526020,"per 100,000 person-years",Multiple rate definitions; see rate columns,NORDCAN 9.6 (30 June 2026),https://nordcan.iarc.fr/en/dataviz/trends?cancers=160&key=asr_n&populations=208_246_352_578_752&sexes=1_2&types=0_1&years=1960_2024,2026-07-30
208,Denmark,1,Male,0,Incidence,1988,160,Lung,C33-C34,56.22172932,82.92689614,124.980648,105.4457607,88.88463431,2247,2527996,"per 100,000 person-years",Multiple rate definitions; see rate columns,NORDCAN 9.6 (30 June 2026),https://nordcan.iarc.fr/en/dataviz/trends?cancers=160&key=asr_n&populations=208_246_352_578_752&sexes=1_2&types=0_1&years=1960_2024,2026-07-30
208,Denmark,1,Male,0,Incidence,1989,160,Lung,C33-C34,54.77136448,80.67769706,121.8667172,102.2815775,86.86141925,2196,2528165,"per 100,000 person-years",Multiple rate definitions; see rate columns,NORDCAN 9.6 (30 June 2026),https://nordcan.iarc.fr/en/dataviz/trends?cancers=160&key=asr_n&populations=208_246_352_578_752&sexes=1_2&types=0_1&years=1960_2024,2026-07-30
208,Denmark,1,Male,0,Incidence,1990,160,Lung,C33-C34,51.01305555,74.64633483,112.0115723,94.08118389,80.85048706,2046,2530597,"per 100,000 person-years",Multiple rate definitions; see rate columns,NORDCAN 9.6 (30 June 2026),https://nordcan.iarc.fr/en/dataviz/trends?cancers=160&key=asr_n&populations=208_246_352_578_752&sexes=1_2&types=0_1&years=1960_2024,2026-07-30
208,Denmark,1,Male,0,Incidence,1991,160,Lung,C33-C34,50.4630653,74.09809773,111.8956509,93.76685174,79.99555274,2029,2536391,"per 100,000 person-years",Multiple rate definitions; see rate columns,NORDCAN 9.6 (30 June 2026),https://nordcan.iarc.fr/en/dataviz/trends?cancers=160&key=asr_n&populations=208_246_352_578_752&sexes=1_2&types=0_1&years=1960_2024,2026-07-30
208,Denmark,1,Male,0,Incidence,1992,160,Lung,C33-C34,52.25949572,76.4123233,114.6369488,95.84815649,82.25733301,2093,2544454,"per 100,000 person-years",Multiple rate definitions; see rate columns,NORDCAN 9.6 (30 June 2026),https://nordcan.iarc.fr/en/dataviz/trends?cancers=160&key=asr_n&populations=208_246_352_578_752&sexes=1_2&types=0_1&years=1960_2024,2026-07-30
208,Denmark,1,Male,0,Incidence,1993,160,Lung,C33-C34,51.17762666,75.32359095,114.3534088,95.88131419,81.57852089,2084,2554594,"per 100,000 person-years",Multiple rate definitions; see rate columns,NORDCAN 9.6 (30 June 2026),https://nordcan.iarc.fr/en/dataviz/trends?cancers=160&key=asr_n&populations=208_246_352_578_752&sexes=1_2&types=0_1&years=1960_2024,2026-07-30
208,Denmark,1,Male,0,Incidence,1994,160,Lung,C33-C34,51.01337526,75.1674773,114.6725036,96.17790368,81.68704422,2094,2563442,"per 100,000 person-years",Multiple rate definitions; see rate columns,NORDCAN 9.6 (30 June 2026),https://nordcan.iarc.fr/en/dataviz/trends?cancers=160&key=asr_n&populations=208_246_352_578_752&sexes=1_2&types=0_1&years=1960_2024,2026-07-30
208,Denmark,1,Male,0,Incidence,1995,160,Lung,C33-C34,49.60237902,73.20289234,111.9003434,93.94956327,79.50806039,2046,2573324,"per 100,000 person-years",Multiple rate definitions; see rate columns,NORDCAN 9.6 (30 June 2026),https://nordcan.iarc.fr/en/dataviz/trends?cancers=160&key=asr_n&populations=208_246_352_578_752&sexes=1_2&types=0_1&years=1960_2024,2026-07-30
208,Denmark,1,Male,0,Incidence,1996,160,Lung,C33-C34,48.07817645,70.56597855,106.6741247,89.62599855,76.18946217,1975,2592222,"per 100,000 person-years",Multiple rate definitions; see rate columns,NORDCAN 9.6 (30 June 2026),https://nordcan.iarc.fr/en/dataviz/trends?cancers=160&key=asr_n&populations=208_246_352_578_752&sexes=1_2&types=0_1&years=1960_2024,2026-07-30
208,Denmark,1,Male,0,Incidence,1997,160,Lung,C33-C34,49.02972281,72.41466642,110.4337814,92.72560863,78.58155495,2047,2604937,"per 100,000 person-years",Multiple rate definitions; see rate columns,NORDCAN 9.6 (30 June 2026),https://nordcan.iarc.fr/en/dataviz/trends?cancers=160&key=asr_n&populations=208_246_352_578_752&sexes=1_2&types=0_1&years=1960_2024,2026-07-30
208,Denmark,1,Male,0,Incidence,1998,160,Lung,C33-C34,46.49327636,68.82805689,105.9546704,88.40549687,74.97125974,1961,2615669,"per 100,000 person-years",Multiple rate definitions; see rate columns,NORDCAN 9.6 (30 June 2026),https://nordcan.iarc.fr/en/dataviz/trends?cancers=160&key=asr_n&populations=208_246_352_578_752&sexes=1_2&types=0_1&years=1960_2024,2026-07-30
208,Denmark,1,Male,0,Incidence,1999,160,Lung,C33-C34,46.75219187,69.32269352,106.3884232,89.57446312,76.3687043,2005,2625421,"per 100,000 person-years",Multiple rate definitions; see rate columns,NORDCAN 9.6 (30 June 2026),https://nordcan.iarc.fr/en/dataviz/trends?cancers=160&key=asr_n&populations=208_246_352_578_752&sexes=1_2&types=0_1&years=1960_2024,2026-07-30
208,Denmark,1,Male,0,Incidence,2000,160,Lung,C33-C34,49.36702551,73.42034621,113.0509564,94.78775133,81.35538141,2143,2634122,"per 100,000 person-years",Multiple rate definitions; see rate columns,NORDCAN 9.6 (30 June 2026),https://nordcan.iarc.fr/en/dataviz/trends?cancers=160&key=asr_n&populations=208_246_352_578_752&sexes=1_2&types=0_1&years=1960_2024,2026-07-30
208,Denmark,1,Male,0,Incidence,2001,160,Lung,C33-C34,47.23198475,70.50969549,110.3911984,92.70350442,79.18863042,2094,2644319,"per 100,000 person-years",Multiple rate definitions; see rate columns,NORDCAN 9.6 (30 June 2026),https://nordcan.iarc.fr/en/dataviz/trends?cancers=160&key=asr_n&populations=208_246_352_578_752&sexes=1_2&types=0_1&years=1960_2024,2026-07-30
208,Denmark,1,Male,0,Incidence,2002,160,Lung,C33-C34,47.52250941,70.54890217,109.2562178,91.64722846,79.64897184,2114,2654146,"per 100,000 person-years",Multiple rate definitions; see rate columns,NORDCAN 9.6 (30 June 2026),https://nordcan.iarc.fr/en/dataviz/trends?cancers=160&key=asr_n&populations=208_246_352_578_752&sexes=1_2&types=0_1&years=1960_2024,2026-07-30
208,Denmark,1,Male,0,Incidence,2003,160,Lung,C33-C34,45.20070051,67.72770444,106.1244422,89.35937586,77.67503739,2068,2662374,"per 100,000 person-years",Multiple rate definitions; see rate columns,NORDCAN 9.6 (30 June 2026),https://nordcan.iarc.fr/en/dataviz/trends?cancers=160&key=asr_n&populations=208_246_352_578_752&sexes=1_2&types=0_1&years=1960_2024,2026-07-30
208,Denmark,1,Male,0,Incidence,2004,160,Lung,C33-C34,45.39853116,68.17371293,107.7828464,90.44658732,79.71834349,2130,2671907,"per 100,000 person-years",Multiple rate definitions; see rate columns,NORDCAN 9.6 (30 June 2026),https://nordcan.iarc.fr/en/dataviz/trends?cancers=160&key=asr_n&populations=208_246_352_578_752&sexes=1_2&types=0_1&years=1960_2024,2026-07-30
208,Denmark,1,Male,0,Incidence,2005,160,Lung,C33-C34,44.65581726,67.36562415,106.7312628,89.91265923,80.3401077,2153,2679857,"per 100,000 person-years",Multiple rate definitions; see rate columns,NORDCAN 9.6 (30 June 2026),https://nordcan.iarc.fr/en/dataviz/trends?cancers=160&key=asr_n&populations=208_246_352_578_752&sexes=1_2&types=0_1&years=1960_2024,2026-07-30
208,Denmark,1,Male,0,Incidence,2006,160,Lung,C33-C34,44.32206169,66.64854844,104.9753226,88.21155157,80.5150884,2166,2690179,"per 100,000 person-years",Multiple rate definitions; see rate columns,NORDCAN 9.6 (30 June 2026),https://nordcan.iarc.fr/en/dataviz/trends?cancers=160&key=asr_n&populations=208_246_352_578_752&sexes=1_2&types=0_1&years=1960_2024,2026-07-30
208,Denmark,1,Male,0,Incidence,2007,160,Lung,C33-C34,45.29363939,68.54603794,108.8709958,91.85680235,84.24303728,2277,2702894,"per 100,000 person-years",Multiple rate definitions; see rate columns,NORDCAN 9.6 (30 June 2026),https://nordcan.iarc.fr/en/dataviz/trends?cancers=160&key=asr_n&populations=208_246_352_578_752&sexes=1_2&types=0_1&years=1960_2024,2026-07-30
208,Denmark,1,Male,0,Incidence,2008,160,Lung,C33-C34,43.6547382,65.92932108,105.2056922,88.53224741,82.42598573,2242,2720016,"per 100,000 person-years",Multiple rate definitions; see rate columns,NORDCAN 9.6 (30 June 2026),https://nordcan.iarc.fr/en/dataviz/trends?cancers=160&key=asr_n&populations=208_246_352_578_752&sexes=1_2&types=0_1&years=1960_2024,2026-07-30
208,Denmark,1,Male,0,Incidence,2009,160,Lung,C33-C34,43.2126794,65.74856892,104.8711469,88.33834326,83.00490171,2271,2735983,"per 100,000 person-years",Multiple rate definitions; see rate columns,NORDCAN 9.6 (30 June 2026),https://nordcan.iarc.fr/en/dataviz/trends?cancers=160&key=asr_n&populations=208_246_352_578_752&sexes=1_2&types=0_1&years=1960_2024,2026-07-30
208,Denmark,1,Male,0,Incidence,2010,160,Lung,C33-C34,42.75707434,65.10981919,104.9911013,88.71087413,84.31019018,2317,2748185,"per 100,000 person-years",Multiple rate definitions; see rate columns,NORDCAN 9.6 (30 June 2026),https://nordcan.iarc.fr/en/dataviz/trends?cancers=160&key=asr_n&populations=208_246_352_578_752&sexes=1_2&types=0_1&years=1960_2024,2026-07-30
208,Denmark,1,Male,0,Incidence,2011,160,Lung,C33-C34,41.34366569,62.98455158,101.6873076,85.72411112,83.2566464,2298,2760140,"per 100,000 person-years",Multiple rate definitions; see rate columns,NORDCAN 9.6 (30 June 2026),https://nordcan.iarc.fr/en/dataviz/trends?cancers=160&key=asr_n&populations=208_246_352_578_752&sexes=1_2&types=0_1&years=1960_2024,2026-07-30
208,Denmark,1,Male,0,Incidence,2012,160,Lung,C33-C34,42.22366156,63.99252376,103.3570427,87.03440145,86.42440409,2395,2771208,"per 100,000 person-years",Multiple rate definitions; see rate columns,NORDCAN 9.6 (30 June 2026),https://nordcan.iarc.fr/en/dataviz/trends?cancers=160&key=asr_n&populations=208_246_352_578_752&sexes=1_2&types=0_1&years=1960_2024,2026-07-30
208,Denmark,1,Male,0,Incidence,2013,160,Lung,C33-C34,39.29951471,59.61938037,95.58036578,80.71521168,81.61252844,2271,2782661,"per 100,000 person-years",Multiple rate definitions; see rate columns,NORDCAN 9.6 (30 June 2026),https://nordcan.iarc.fr/en/dataviz/trends?cancers=160&key=asr_n&populations=208_246_352_578_752&sexes=1_2&types=0_1&years=1960_2024,2026-07-30
208,Denmark,1,Male,0,Incidence,2014,160,Lung,C33-C34,40.90423762,61.99575592,100.1322449,84.12503543,87.36041887,2446,2799895,"per 100,000 person-years",Multiple rate definitions; see rate columns,NORDCAN 9.6 (30 June 2026),https://nordcan.iarc.fr/en/dataviz/trends?cancers=160&key=asr_n&populations=208_246_352_578_752&sexes=1_2&types=0_1&years=1960_2024,2026-07-30
208,Denmark,1,Male,0,Incidence,2015,160,Lung,C33-C34,37.99087026,58.02769368,94.78800865,79.48525378,82.93962697,2341,2822535,"per 100,000 person-years",Multiple rate definitions; see rate columns,NORDCAN 9.6 (30 June 2026),https://nordcan.iarc.fr/en/dataviz/trends?cancers=160&key=asr_n&populations=208_246_352_578_752&sexes=1_2&types=0_1&years=1960_2024,2026-07-30
208,Denmark,1,Male,0,Incidence,2016,160,Lung,C33-C34,38.40620251,57.91751193,92.58736512,77.69624177,83.49631149,2378,2848030,"per 100,000 person-years",Multiple rate definitions; see rate columns,NORDCAN 9.6 (30 June 2026),https://nordcan.iarc.fr/en/dataviz/trends?cancers=160&key=asr_n&populations=208_246_352_578_752&sexes=1_2&types=0_1&years=1960_2024,2026-07-30
208,Denmark,1,Male,0,Incidence,2017,160,Lung,C33-C34,38.31703963,58.05845221,93.39558733,78.29552707,85.31708937,2446,2866952,"per 100,000 person-years",Multiple rate definitions; see rate columns,NORDCAN 9.6 (30 June 2026),https://nordcan.iarc.fr/en/dataviz/trends?cancers=160&key=asr_n&populations=208_246_352_578_752&sexes=1_2&types=0_1&years=1960_2024,2026-07-30
208,Denmark,1,Male,0,Incidence,2018,160,Lung,C33-C34,36.88847802,55.81662409,90.42406069,75.41571957,83.84172792,2416,2881620,"per 100,000 person-years",Multiple rate definitions; see rate columns,NORDCAN 9.6 (30 June 2026),https://nordcan.iarc.fr/en/dataviz/trends?cancers=160&key=asr_n&populations=208_246_352_578_752&sexes=1_2&types=0_1&years=1960_2024,2026-07-30
208,Denmark,1,Male,0,Incidence,2019,160,Lung,C33-C34,35.68834804,54.38559746,88.87308226,74.25267294,83.65711158,2421,2893956,"per 100,000 person-years",Multiple rate definitions; see rate columns,NORDCAN 9.6 (30 June 2026),https://nordcan.iarc.fr/en/dataviz/trends?cancers=160&key=asr_n&populations=208_246_352_578_752&sexes=1_2&types=0_1&years=1960_2024,2026-07-30
208,Denmark,1,Male,0,Incidence,2020,160,Lung,C33-C34,36.34504142,55.34143125,89.93633736,75.36777932,86.10407861,2495,2897656,"per 100,000 person-years",Multiple rate definitions; see rate columns,NORDCAN 9.6 (30 June 2026),https://nordcan.iarc.fr/en/dataviz/trends?cancers=160&key=asr_n&populations=208_246_352_578_752&sexes=1_2&types=0_1&years=1960_2024,2026-07-30
208,Denmark,1,Male,0,Incidence,2021,160,Lung,C33-C34,35.14831622,53.83795931,88.70280082,74.04280562,86.37379514,2514,2910605,"per 100,000 person-years",Multiple rate definitions; see rate columns,NORDCAN 9.6 (30 June 2026),https://nordcan.iarc.fr/en/dataviz/trends?cancers=160&key=asr_n&populations=208_246_352_578_752&sexes=1_2&types=0_1&years=1960_2024,2026-07-30
208,Denmark,1,Male,0,Incidence,2022,160,Lung,C33-C34,34.57382758,52.84570009,86.81155337,72.60407316,85.5707148,2514,2937921,"per 100,000 person-years",Multiple rate definitions; see rate columns,NORDCAN 9.6 (30 June 2026),https://nordcan.iarc.fr/en/dataviz/trends?cancers=160&key=asr_n&populations=208_246_352_578_752&sexes=1_2&types=0_1&years=1960_2024,2026-07-30
208,Denmark,1,Male,0,Incidence,2023,160,Lung,C33-C34,33.78086292,51.61055466,84.97310283,71.05997314,84.62687365,2501,2955326,"per 100,000 person-years",Multiple rate definitions; see rate columns,NORDCAN 9.6 (30 June 2026),https://nordcan.iarc.fr/en/dataviz/trends?cancers=160&key=asr_n&populations=208_246_352_578_752&sexes=1_2&types=0_1&years=1960_2024,2026-07-30
208,Denmark,1,Male,0,Incidence,2024,160,Lung,C33-C34,31.62051513,48.43634799,80.05750849,67.09647545,81.12143566,2409,2969622,"per 100,000 person-years",Multiple rate definitions; see rate columns,NORDCAN 9.6 (30 June 2026),https://nordcan.iarc.fr/en/dataviz/trends?cancers=160&key=asr_n&populations=208_246_352_578_752&sexes=1_2&types=0_1&years=1960_2024,2026-07-30
246,Finland,1,Male,0,Incidence,1960,160,Lung,C33-C34,63.0589793,89.4780338,123.5685219,105.0825732,58.99326166,1258.6,2133464,"per 100,000 person-years",Multiple rate definitions; see rate columns,NORDCAN 9.6 (30 June 2026),https://nordcan.iarc.fr/en/dataviz/trends?cancers=160&key=asr_n&populations=208_246_352_578_752&sexes=1_2&types=0_1&years=1960_2024,2026-07-30
246,Finland,1,Male,0,Incidence,1961,160,Lung,C33-C34,65.73914743,93.64498003,129.8753076,110.3935993,62.35151632,1340.6,2150068,"per 100,000 person-years",Multiple rate definitions; see rate columns,NORDCAN 9.6 (30 June 2026),https://nordcan.iarc.fr/en/dataviz/trends?cancers=160&key=asr_n&populations=208_246_352_578_752&sexes=1_2&types=0_1&years=1960_2024,2026-07-30
246,Finland,1,Male,0,Incidence,1962,160,Lung,C33-C34,68.33553442,96.60755618,133.207445,113.2080806,65.63254776,1421.6,2165998.5,"per 100,000 person-years",Multiple rate definitions; see rate columns,NORDCAN 9.6 (30 June 2026),https://nordcan.iarc.fr/en/dataviz/trends?cancers=160&key=asr_n&populations=208_246_352_578_752&sexes=1_2&types=0_1&years=1960_2024,2026-07-30
246,Finland,1,Male,0,Incidence,1963,160,Lung,C33-C34,67.5307532,95.93062679,133.4609303,112.9426332,65.275608,1424.6,2182438.5,"per 100,000 person-years",Multiple rate definitions; see rate columns,NORDCAN 9.6 (30 June 2026),https://nordcan.iarc.fr/en/dataviz/trends?cancers=160&key=asr_n&populations=208_246_352_578_752&sexes=1_2&types=0_1&years=1960_2024,2026-07-30
246,Finland,1,Male,0,Incidence,1964,160,Lung,C33-C34,72.94672107,104.3072339,146.6770714,124.2537549,71.85454738,1577.6,2195546.5,"per 100,000 person-years",Multiple rate definitions; see rate columns,NORDCAN 9.6 (30 June 2026),https://nordcan.iarc.fr/en/dataviz/trends?cancers=160&key=asr_n&populations=208_246_352_578_752&sexes=1_2&types=0_1&years=1960_2024,2026-07-30
